% 
% 
@RELATION Moments 
@ATTRIBUTE 1 REAL
@ATTRIBUTE 2 REAL
@ATTRIBUTE 3 REAL
@ATTRIBUTE 4 REAL
@ATTRIBUTE class {2-0, 2-1, 2-2, 2-3, 2-4, 2-5, 2-6} 

@DATA 
64.05173611111111,43.33754537008458,-0.28127823711728234,-0.9816303347133801,2-0
63.06439437538367,39.953443489031294,-0.42922373665496816,-0.7835902788128424,2-0
60.52983509102861,39.98906204239869,-0.23486934465169002,-0.8058538973863132,2-0
63.65365418894831,41.20486967316366,-0.41134639561686287,-0.8862566039687381,2-0
68.91794455273987,41.620932849931194,-0.39404040021189013,-0.6999074530162712,2-0
71.28655457765,44.08315605110082,-0.5518564817831106,-0.8453141385006626,2-0
73.81127020252946,43.274703721339776,-0.5827091375868819,-0.6662858341032831,2-0
60.68640870754502,37.853271726373016,-0.4906881302027729,-0.9068796144293083,2-0
61.10214313050134,41.00333883348219,-0.28663347103204795,-0.9373045558295452,2-0
68.90139125729137,41.06947311064095,-0.4774777362788537,-0.7018545343905429,2-0
69.61870616355158,45.84652162193503,-0.5145049433474104,-1.043920577407252,2-0
73.5091419816139,46.32285463246938,-0.5463749242597189,-0.912961523713423,2-0
65.82066186158258,42.86162328047768,-0.4167907578222134,-0.9311853866701982,2-0
68.54467505056724,42.0484724012828,-0.5953559208607797,-0.827863949145752,2-0
64.87957666214383,41.18246481990292,-0.26821107468818745,-0.7209076622177868,2-0
62.86747103904853,42.297080843469175,-0.3095519786668792,-0.9558920405709075,2-0
67.32661686882405,43.38842631870356,-0.5243144614467867,-1.0814754439120844,2-0
72.23428151474573,48.26005506535354,-0.35616139048175166,-1.05847604342864,2-0
66.85821715002844,43.936883496521105,-0.4763077949728779,-1.0548004260542556,2-0
71.39562301554994,44.58809470741767,-0.48412878863116754,-0.85348440957529,2-0
62.20003432382073,39.224704285812244,-0.32938295608421414,-0.7642772607581518,2-0
62.750981785976485,38.372640430805205,-0.5625652612303085,-0.7954936545310192,2-0
67.4927356165207,43.101293827093116,-0.4786290444474469,-0.8839798964781735,2-0
68.9646210917896,42.02447094087957,-0.5915885163035433,-0.7824350087149896,2-0
70.40906698564594,41.76731683698151,-0.4983242504120404,-0.589917194098672,2-0
67.56358112981503,43.073776603893315,-0.39263107050742013,-0.9028550076517878,2-0
69.05951568721296,42.7832636939839,-0.44275019071717203,-0.763400175851952,2-0
67.69093324781234,42.45224442822102,-0.5014422640057388,-0.8295437284736158,2-0
68.35443260134412,45.456479153724,-0.5231039280487703,-1.1325765668112024,2-0
66.04652842642754,42.853584973993144,-0.38340711287486295,-0.9019393111354974,2-0
65.42332487056949,41.601301766595626,-0.4216899987370925,-0.8314999546564232,2-0
64.74882543569412,40.94099838183427,-0.6071556312273466,-0.9274935184358482,2-0
70.9271198568873,42.78730800513662,-0.4769541338501378,-0.6691735553119429,2-0
69.04389719608545,43.22788157907105,-0.506791817672874,-0.8808950105441591,2-0
71.34890860600606,46.30303164334144,-0.4660002959994396,-0.9896920959596862,2-0
64.58972330302275,42.98852897361644,-0.30670786238174313,-0.9764998447129472,2-0
62.3985968473189,38.021998730080334,-0.5434175193798775,-0.6517319742796057,2-0
68.97130704474966,45.17190160064664,-0.36725169430079896,-0.948118279895096,2-0
72.94204729419911,42.62056725683178,-0.6674492102889488,-0.6779539094132172,2-0
69.7059302504225,43.4712559236581,-0.5584482128116652,-0.8812170413080556,2-0
61.801754772320045,40.71066152563929,-0.44028674930241896,-0.9418767094351188,2-0
68.29120914111043,43.32749258303963,-0.4746392704278193,-0.9105528412895358,2-0
57.64813264963656,40.50082359739662,-0.339685090988186,-1.1020245635720838,2-0
72.15029199744502,47.44423831776795,-0.42786987032425766,-1.0683591872074314,2-0
72.0939786838348,51.6047906821969,-0.31633409083821,-1.2807714103391554,2-0
66.55551203359715,45.28645245055803,-0.46922071895901424,-1.1630637071734113,2-0
64.98776483132697,40.962930234552196,-0.1991459650826021,-0.5293778838470682,2-0
70.11475807735158,46.6742033454489,-0.5094253861854886,-1.1086078494497937,2-0
67.09336590610057,48.316095506741945,-0.28059093028866827,-1.2725250156304924,2-0
70.84151936339522,44.573974010259356,-0.6310669763682192,-0.9514075466769087,2-0
67.35005158919898,38.963534108855576,-0.6879284155417174,-0.5984919822397985,2-0
71.12604398926722,44.97781313868064,-0.538946522776684,-0.9294318250065041,2-0
71.41766997905768,46.26360207079749,-0.4768251391687622,-0.9697653251276215,2-0
80.52321503090039,50.95584663230975,-0.5273167874468712,-1.011211207369422,2-0
58.88202431177638,40.48691244179085,-0.3891601610655186,-1.1400699343581913,2-0
80.28469350243543,48.634113983600585,-0.6134786826713242,-0.8544722160801643,2-0
73.57513978650788,46.809698269368546,-0.5163818569748274,-0.9822028123482118,2-0
70.83582417664309,46.62001817315837,-0.48287417670350613,-1.0642017665721397,2-0
64.36158523083736,41.87431495948915,-0.38474388420116945,-0.8822969534386407,2-0
58.3464,41.87485179563262,-0.2532221452397682,-1.1945318339889193,2-0
72.03305636691906,44.169982467677414,-0.5474968834242473,-0.7748370563689004,2-0
70.50565933426444,45.94862650503695,-0.5272542907288542,-1.0333517373563936,2-0
63.78084296664225,44.344219833330676,-0.2557689816781565,-1.0103255601150818,2-0
76.05740006813065,45.219849563675034,-0.5444921915656905,-0.7191361181349034,2-0
66.78503804618161,44.2394227684675,-0.3986569778943728,-0.9614017296512309,2-0
64.75023568455825,46.44729421769074,-0.1451662764491844,-1.0747166282142757,2-0
74.01783037782492,45.51471391040665,-0.6583569777795029,-0.8703289243048848,2-0
64.86247746587689,46.61498883438127,-0.23250090051888397,-1.223755055460777,2-0
73.77479669225146,45.32867691308142,-0.5296673276587304,-0.8637911774609082,2-0
60.61566788367116,36.213651982507464,-0.3916646571084783,-0.5639063726988929,2-0
65.90456918496785,44.89732953127284,-0.3811423392923009,-1.115226806132065,2-0
67.12034023631435,43.61351321235115,-0.4885755569448194,-0.986360454129366,2-0
67.42810773480663,43.103092454225745,-0.5395866545861181,-0.9549388581454044,2-0
74.49414556819512,44.52174840684505,-0.6573922606127299,-0.7470564197364609,2-0
69.1746265086658,43.167046890163185,-0.5266137356441204,-0.8566010415406944,2-0
72.92306807524199,42.840166678682166,-0.6676675917269713,-0.6653742947866226,2-0
73.62796066280004,46.01636445232207,-0.3842973620562187,-0.7877566124620223,2-0
65.38577949330637,41.64653544909395,-0.3793814306661929,-0.742165502465169,2-0
59.58716882432636,41.23363520298796,-0.24408894622706695,-1.0062453974402064,2-0
59.79517827626918,37.007153538436235,-0.5061893153996786,-0.6701564388187191,2-0
59.48455966450629,43.3220978241516,-0.24648213434467822,-1.2158883765815178,2-0
67.68584725837195,43.14499808362207,-0.2470496267964356,-0.7736181951412044,2-0
74.59693693693694,44.47768355198685,-0.6518394214539541,-0.729022090848706,2-0
67.45467903679389,41.18553442089667,-0.5531109137106419,-0.7203091971821829,2-0
69.9463387978142,47.55632971249504,-0.3659836102069629,-1.14688401320416,2-0
76.30703634911818,45.09698345398108,-0.7616916249555049,-0.7293820537164866,2-0
67.49276255391929,42.32335196292085,-0.5397248548911722,-0.7911848709226912,2-0
72.03537578982375,47.493656595995574,-0.42350291883912405,-1.0544877333102236,2-0
77.64867212647977,45.82567442045612,-0.6432875902121046,-0.7010380728204701,2-0
68.74019440140066,44.610222721532594,-0.42909188285060973,-0.9757291697043451,2-0
79.54076539101497,47.136297634247086,-0.69723149146869,-0.7422019015878725,2-0
66.9116965705201,39.92726714509893,-0.669996072540881,-0.7123306368157829,2-0
68.96214585592348,43.45508240011614,-0.4077510623693601,-0.8466510987642182,2-0
69.81709360215514,44.699227966645765,-0.4213470815951609,-0.9137496881624285,2-0
67.44989150170497,45.41338507067274,-0.2900062221333794,-1.0570560719529296,2-0
69.29921522066489,42.8667905683331,-0.4284140844220294,-0.7499283110977113,2-0
68.57194870701903,44.962352810696224,-0.4324194015747441,-0.9721571853278577,2-0
70.83434037790256,43.36345788715688,-0.5437189567100874,-0.8076589654120507,2-0
71.13173361717882,42.81060476313582,-0.6455080530715762,-0.7153312135812118,2-0
71.34545845272206,47.0302633128023,-0.3899424994196499,-1.0213389117519367,2-0
73.14102879976348,48.66234244966864,-0.4734997478512108,-1.142045869848993,2-0
66.93048298593554,43.15584940491147,-0.4915225289939955,-0.9339191603974357,2-0
66.97878148716292,44.82530697842876,-0.3091888213744055,-0.9982980345392947,2-0
65.46696170631262,44.06879927115695,-0.27488727319539286,-0.9491737852738611,2-0
72.87906952700956,45.95772569854963,-0.4319460663704219,-0.8190551797349102,2-0
63.6574040379683,43.883198861923745,-0.429894528574889,-1.198785661383367,2-0
61.487455573505656,46.46300097716465,-0.19575335581756326,-1.3146619721084962,2-0
65.40532378200172,47.05750760636893,-0.2045175281448055,-1.158041388618976,2-0
61.92235933836937,40.36261151602268,-0.44346536085770843,-0.9404393624434992,2-0
67.64394000892966,43.674715922234455,-0.370910746126567,-0.8923157509322803,2-0
61.927853848628935,37.868879277449096,-0.40983570486059495,-0.6707374704633007,2-0
68.70231481481481,41.33531930012722,-0.5574497121477932,-0.7229102981041988,2-0
70.35692106921069,42.23100108506756,-0.49804470569631293,-0.7100640572722163,2-0
69.46867007026235,43.03936637662276,-0.5391154083480204,-0.8401703986054616,2-0
61.445659144993336,42.566858769877925,-0.33335806980054955,-1.0625283266653631,2-0
58.33983562968334,41.70810890809168,-0.30366491679689106,-1.1628530740431036,2-0
67.74073260568377,48.39020590212838,-0.3208228518345833,-1.2128633430236702,2-0
68.44849283937913,42.0607433879754,-0.5805117021168059,-0.8021498123262591,2-0
70.53040027605245,39.38452123936863,-0.7734025014910653,-0.4667144855204062,2-0
66.49554968972863,44.43962500361367,-0.44957256594606015,-1.0560375734210046,2-0
65.86765658455836,40.43392787804461,-0.5819543357373836,-0.7793787695465273,2-0
69.92054585965198,46.55179049715392,-0.40546199046878095,-1.0556384656209752,2-0
72.21346881449209,44.50680815846826,-0.5219154313056062,-0.7826687215144537,2-0
61.0998316546352,43.361729372778974,-0.25622111413582765,-1.1011908342859655,2-0
61.660607404123255,42.899417216871974,-0.2908355662334519,-1.0564161769811737,2-0
74.7417179964666,46.67401324871414,-0.5052334850301167,-0.8865576107676145,2-0
68.5758713837574,43.79505501505937,-0.5122160865358889,-0.8927166916705231,2-0
62.62490409827082,42.006303503493726,-0.30603464171448036,-0.8848335329791195,2-0
59.906904426632,42.793440408669575,-0.16783250961074989,-1.0055826407421096,2-0
78.41862824675324,52.29012403801273,-0.5063433731771113,-1.1535171534911397,2-0
78.92521978259929,48.8651378990753,-0.743500575134914,-0.9611807900555323,2-0
71.84476381630438,42.426496353163685,-0.6839642553007672,-0.6703525901867189,2-0
64.80913421288143,38.58090016040545,-0.6393974432416057,-0.6295445366834884,2-0
68.03500707847249,44.706747926487914,-0.398439094023277,-0.965517561985195,2-0
68.66728300180831,42.10942331336275,-0.5909710527417036,-0.7662579365097315,2-0
118.01148523428458,76.15800246422062,-0.7258164009628938,-1.167889237875464,2-1
112.84138511864076,73.84310592329928,-0.6872384839292042,-1.2145117692290557,2-1
111.7967760435869,71.9834060935622,-0.6947242453310639,-1.1588794713942416,2-1
105.56946375714188,63.51733752406366,-0.757064642772865,-0.9060115121549654,2-1
110.45435699847864,69.92024848291292,-0.6899706868549884,-1.1040891193678062,2-1
96.62482079138525,63.76494800070862,-0.5953530533288336,-1.208040869949806,2-1
100.3157469327682,65.75195094574717,-0.5932697952823671,-1.1704249945589105,2-1
97.34046587215602,62.38947875247776,-0.6223951804386033,-1.1208768793068755,2-1
97.08878119199835,58.4912720123879,-0.7055586318977903,-0.8680125317302356,2-1
113.09153643695488,73.41129530992973,-0.6995883323491489,-1.183305724078435,2-1
80.43022348160821,46.9282718739627,-0.8145344064350823,-0.7284822080793836,2-1
84.38784644038584,49.84736854116061,-0.7453091236054078,-0.7875863379365682,2-1
102.88640540493235,66.39740497444535,-0.6121243679747264,-1.1534066963156477,2-1
99.23614013849392,70.86528146090534,-0.5059935850480752,-1.4420856976112157,2-1
102.67869311991124,59.79324551704902,-0.8368060820233837,-0.7609840662508041,2-1
99.17342888100868,60.88098196033129,-0.6810138596496311,-0.9876121833682259,2-1
120.55429380722697,74.76584417669375,-0.7784183464398923,-1.0407442612330862,2-1
122.24200705889302,78.48403471472962,-0.7021927628531072,-1.1717597438244651,2-1
106.58067710856344,61.66572198164519,-0.8890656155778656,-0.7588862783336032,2-1
107.678666022555,64.7039195729963,-0.7275153496874274,-0.8983797778901796,2-1
94.77803931791695,52.76866323146704,-0.8402279858716752,-0.5595073208586143,2-1
106.06939146463225,64.66952164002335,-0.7664874087381647,-0.946602331175038,2-1
96.53080747769069,59.23244907941815,-0.6266245542056468,-0.9362112663420858,2-1
98.48233875828812,64.06068983658894,-0.5992172539795354,-1.1753616342879747,2-1
101.24915327119963,63.52069518095134,-0.7559242715594863,-1.0647657491466687,2-1
105.02895480225989,63.4356519566904,-0.8670949001148778,-0.9276458449769875,2-1
94.71609579504316,63.98689442413425,-0.4503658060528326,-1.2416932061552164,2-1
99.79599804019682,59.703838866740284,-0.781839725127878,-0.8887762089223812,2-1
93.95087969428926,61.07031391277688,-0.602336649028244,-1.140702858218683,2-1
116.45377636348657,63.62180913711634,-0.9659778610185926,-0.523662371453073,2-1
117.63294818064314,74.93163611211925,-0.6916315989411328,-1.140819857199456,2-1
103.56470197023859,65.28798278926666,-0.6560284248470364,-1.0755976520665513,2-1
99.82717541007244,61.669918804902615,-0.652123921838262,-0.9754004570820389,2-1
105.0879068741035,62.07116475638855,-0.6553228594626299,-0.8293182620658928,2-1
111.95758657805266,63.75611380982708,-0.9266074040881808,-0.6781322553898481,2-1
